freeze_version,bucket_time,node_id,speed,congestion_status,road_count,fill_method,is_observed
train_20260505050000,2026-04-26 17:10:00,K11,34.14,2,3,spatial,0
train_20260505050000,2026-04-26 17:15:00,A1,36.84,2,8,interpolate,0
train_20260505050000,2026-04-26 17:15:00,B2,39.25,2,4,interpolate,0
train_20260505050000,2026-04-26 17:15:00,C3,31.65,2,11,interpolate,0
train_20260505050000,2026-04-26 17:15:00,D4,40.49,1,9,interpolate,0
train_20260505050000,2026-04-26 17:15:00,E5,37,2,2,interpolate,0
train_20260505050000,2026-04-26 17:15:00,F6,41.33,1,3,interpolate,0
train_20260505050000,2026-04-26 17:15:00,G7,35.33,2,6,interpolate,0
train_20260505050000,2026-04-26 17:15:00,H8,37.6,2,5,interpolate,0
train_20260505050000,2026-04-26 17:15:00,I9,28.9,2,4,interpolate,0
train_20260505050000,2026-04-26 17:15:00,J10,31.67,2,3,interpolate,0
train_20260505050000,2026-04-26 17:15:00,K11,33.97,2,3,spatial,0
train_20260505050000,2026-04-26 17:20:00,A1,37.19,2,8,interpolate,0
train_20260505050000,2026-04-26 17:20:00,B2,38.5,2,4,interpolate,0
train_20260505050000,2026-04-26 17:20:00,C3,31.66,2,11,interpolate,0
train_20260505050000,2026-04-26 17:20:00,D4,40.42,1,9,interpolate,0
train_20260505050000,2026-04-26 17:20:00,E5,36.5,2,2,interpolate,0
train_20260505050000,2026-04-26 17:20:00,F6,40.67,1,3,interpolate,0
train_20260505050000,2026-04-26 17:20:00,G7,34.83,2,6,interpolate,0
train_20260505050000,2026-04-26 17:20:00,H8,37,2,5,interpolate,0
train_20260505050000,2026-04-26 17:20:00,I9,29.05,2,5,interpolate,0
train_20260505050000,2026-04-26 17:20:00,J10,31.67,2,3,interpolate,0
train_20260505050000,2026-04-26 17:20:00,K11,33.8,2,4,spatial,0
train_20260505050000,2026-04-26 17:25:00,A1,37.53,2,9,interpolate,0
train_20260505050000,2026-04-26 17:25:00,B2,37.75,2,4,interpolate,0
train_20260505050000,2026-04-26 17:25:00,C3,31.68,2,10,interpolate,0
train_20260505050000,2026-04-26 17:25:00,D4,40.36,1,9,interpolate,0
train_20260505050000,2026-04-26 17:25:00,E5,36,2,2,interpolate,0
train_20260505050000,2026-04-26 17:25:00,F6,40,1,3,interpolate,0
train_20260505050000,2026-04-26 17:25:00,G7,34.33,2,6,interpolate,0
train_20260505050000,2026-04-26 17:25:00,H8,36.4,2,5,interpolate,0
train_20260505050000,2026-04-26 17:25:00,I9,29.2,2,5,interpolate,0
train_20260505050000,2026-04-26 17:25:00,J10,31.67,2,3,interpolate,0
train_20260505050000,2026-04-26 17:25:00,K11,33.62,2,4,spatial,0
train_20260505050000,2026-04-26 17:30:00,A1,37.88,2,9,interpolate,0
train_20260505050000,2026-04-26 17:30:00,B2,37,2,4,interpolate,0
train_20260505050000,2026-04-26 17:30:00,C3,31.69,2,10,interpolate,0
train_20260505050000,2026-04-26 17:30:00,D4,40.29,1,9,interpolate,0
train_20260505050000,2026-04-26 17:30:00,E5,35.5,2,2,interpolate,0
train_20260505050000,2026-04-26 17:30:00,F6,39.34,2,3,interpolate,0
train_20260505050000,2026-04-26 17:30:00,G7,33.83,2,6,interpolate,0
train_20260505050000,2026-04-26 17:30:00,H8,35.8,2,5,interpolate,0
train_20260505050000,2026-04-26 17:30:00,I9,29.35,2,6,interpolate,0
train_20260505050000,2026-04-26 17:30:00,J10,31.67,2,3,interpolate,0
train_20260505050000,2026-04-26 17:30:00,K11,33.45,2,4,spatial,0
train_20260505050000,2026-04-26 17:35:00,A1,38.22,1,9,real,1
train_20260505050000,2026-04-26 17:35:00,B2,36.25,1,4,real,1
train_20260505050000,2026-04-26 17:35:00,C3,31.7,1,10,real,1
train_20260505050000,2026-04-26 17:35:00,D4,40.22,1,9,real,1
train_20260505050000,2026-04-26 17:35:00,E5,35,1,2,real,1
train_20260505050000,2026-04-26 17:35:00,F6,38.67,1,3,real,1
train_20260505050000,2026-04-26 17:35:00,G7,33.33,1,6,real,1
train_20260505050000,2026-04-26 17:35:00,H8,35.2,1,5,real,1
train_20260505050000,2026-04-26 17:35:00,I9,29.5,1,6,real,1
train_20260505050000,2026-04-26 17:35:00,J10,31.67,1,3,real,1
train_20260505050000,2026-04-26 17:35:00,K11,33.28,2,4,spatial,0
train_20260505050000,2026-04-26 17:40:00,A1,34.13,1,9,real,1
train_20260505050000,2026-04-26 17:40:00,B2,37.75,1,4,real,1
train_20260505050000,2026-04-26 17:40:00,C3,29.73,1,12,real,1
train_20260505050000,2026-04-26 17:40:00,D4,42.4,1,9,real,1
train_20260505050000,2026-04-26 17:40:00,E5,36,1,2,real,1
train_20260505050000,2026-04-26 17:40:00,F6,40.27,1,3,real,1
train_20260505050000,2026-04-26 17:40:00,G7,33.83,1,6,real,1
train_20260505050000,2026-04-26 17:40:00,H8,32.68,1,5,real,1
train_20260505050000,2026-04-26 17:40:00,I9,27.4,1,5,real,1
train_20260505050000,2026-04-26 17:40:00,J10,32.34,1,3,real,1
train_20260505050000,2026-04-26 17:40:00,K11,33.34,2,4,spatial,0
train_20260505050000,2026-04-26 17:45:00,A1,35.4,1,8,real,1
train_20260505050000,2026-04-26 17:45:00,B2,38.37,1,4,real,1
train_20260505050000,2026-04-26 17:45:00,C3,30.16,1,12,real,1
train_20260505050000,2026-04-26 17:45:00,D4,43.16,1,9,real,1
train_20260505050000,2026-04-26 17:45:00,E5,40,1,2,real,1
train_20260505050000,2026-04-26 17:45:00,F6,39.4,1,3,real,1
train_20260505050000,2026-04-26 17:45:00,G7,32.17,1,6,real,1
train_20260505050000,2026-04-26 17:45:00,H8,32.8,1,6,real,1
train_20260505050000,2026-04-26 17:45:00,I9,29.4,1,5,real,1
train_20260505050000,2026-04-26 17:45:00,J10,33.66,1,3,real,1
train_20260505050000,2026-04-26 17:45:00,K11,34.15,2,4,spatial,0
train_20260505050000,2026-04-26 17:50:00,A1,39.43,1,7,real,1
train_20260505050000,2026-04-26 17:50:00,B2,40,1,4,real,1
train_20260505050000,2026-04-26 17:50:00,C3,29,1,9,real,1
train_20260505050000,2026-04-26 17:50:00,D4,42.22,1,9,real,1
train_20260505050000,2026-04-26 17:50:00,E5,40,1,2,real,1
train_20260505050000,2026-04-26 17:50:00,F6,40.33,1,3,real,1
train_20260505050000,2026-04-26 17:50:00,G7,34.17,1,6,real,1
train_20260505050000,2026-04-26 17:50:00,H8,36.25,1,4,real,1
train_20260505050000,2026-04-26 17:50:00,I9,24.17,1,6,real,1
train_20260505050000,2026-04-26 17:50:00,J10,33.33,1,3,real,1
train_20260505050000,2026-04-26 17:50:00,K11,32.61,2,4,spatial,0
train_20260505050000,2026-04-26 17:55:00,A1,39.54,2,7,interpolate,0
train_20260505050000,2026-04-26 17:55:00,B2,40.03,1,4,interpolate,0
train_20260505050000,2026-04-26 17:55:00,C3,29.08,2,9,interpolate,0
train_20260505050000,2026-04-26 17:55:00,D4,42.27,1,9,interpolate,0
train_20260505050000,2026-04-26 17:55:00,E5,40.03,1,2,interpolate,0
train_20260505050000,2026-04-26 17:55:00,F6,40.35,1,3,interpolate,0
train_20260505050000,2026-04-26 17:55:00,G7,34.24,2,6,interpolate,0
train_20260505050000,2026-04-26 17:55:00,H8,36.43,2,4,interpolate,0
train_20260505050000,2026-04-26 17:55:00,I9,24.27,3,6,interpolate,0
train_20260505050000,2026-04-26 17:55:00,J10,33.34,2,3,interpolate,0
train_20260505050000,2026-04-26 17:55:00,K11,32.65,2,4,spatial,0
train_20260505050000,2026-04-26 18:00:00,A1,39.65,2,7,interpolate,0
train_20260505050000,2026-04-26 18:00:00,B2,40.05,1,4,interpolate,0
train_20260505050000,2026-04-26 18:00:00,C3,29.16,2,9,interpolate,0
train_20260505050000,2026-04-26 18:00:00,D4,42.33,1,9,interpolate,0
train_20260505050000,2026-04-26 18:00:00,E5,40.05,1,2,interpolate,0
train_20260505050000,2026-04-26 18:00:00,F6,40.38,1,3,interpolate,0
train_20260505050000,2026-04-26 18:00:00,G7,34.32,2,6,interpolate,0
train_20260505050000,2026-04-26 18:00:00,H8,36.61,2,4,interpolate,0
train_20260505050000,2026-04-26 18:00:00,I9,24.37,3,6,interpolate,0
train_20260505050000,2026-04-26 18:00:00,J10,33.35,2,3,interpolate,0
train_20260505050000,2026-04-26 18:00:00,K11,32.7,2,4,spatial,0
train_20260505050000,2026-04-26 18:05:00,A1,39.76,2,7,interpolate,0
train_20260505050000,2026-04-26 18:05:00,B2,40.08,1,4,interpolate,0
train_20260505050000,2026-04-26 18:05:00,C3,29.24,2,9,interpolate,0
train_20260505050000,2026-04-26 18:05:00,D4,42.38,1,9,interpolate,0
train_20260505050000,2026-04-26 18:05:00,E5,40.08,1,2,interpolate,0
train_20260505050000,2026-04-26 18:05:00,F6,40.4,1,3,interpolate,0
train_20260505050000,2026-04-26 18:05:00,G7,34.39,2,6,interpolate,0
train_20260505050000,2026-04-26 18:05:00,H8,36.78,2,4,interpolate,0
train_20260505050000,2026-04-26 18:05:00,I9,24.47,3,6,interpolate,0
train_20260505050000,2026-04-26 18:05:00,J10,33.36,2,3,interpolate,0
train_20260505050000,2026-04-26 18:05:00,K11,32.74,2,4,spatial,0
train_20260505050000,2026-04-26 18:10:00,A1,39.88,2,7,interpolate,0
train_20260505050000,2026-04-26 18:10:00,B2,40.11,1,4,interpolate,0
train_20260505050000,2026-04-26 18:10:00,C3,29.31,2,9,interpolate,0
train_20260505050000,2026-04-26 18:10:00,D4,42.43,1,9,interpolate,0
train_20260505050000,2026-04-26 18:10:00,E5,40.11,1,2,interpolate,0
train_20260505050000,2026-04-26 18:10:00,F6,40.43,1,3,interpolate,0
train_20260505050000,2026-04-26 18:10:00,G7,34.47,2,6,interpolate,0
train_20260505050000,2026-04-26 18:10:00,H8,36.96,2,4,interpolate,0
train_20260505050000,2026-04-26 18:10:00,I9,24.57,3,6,interpolate,0
train_20260505050000,2026-04-26 18:10:00,J10,33.36,2,3,interpolate,0
train_20260505050000,2026-04-26 18:10:00,K11,32.79,2,4,spatial,0
train_20260505050000,2026-04-26 18:15:00,A1,39.99,2,7,interpolate,0
train_20260505050000,2026-04-26 18:15:00,B2,40.13,1,4,interpolate,0
train_20260505050000,2026-04-26 18:15:00,C3,29.39,2,9,interpolate,0
train_20260505050000,2026-04-26 18:15:00,D4,42.48,1,9,interpolate,0
train_20260505050000,2026-04-26 18:15:00,E5,40.13,1,2,interpolate,0
train_20260505050000,2026-04-26 18:15:00,F6,40.45,1,3,interpolate,0
train_20260505050000,2026-04-26 18:15:00,G7,34.54,2,6,interpolate,0
train_20260505050000,2026-04-26 18:15:00,H8,37.14,2,4,interpolate,0
train_20260505050000,2026-04-26 18:15:00,I9,24.67,3,6,interpolate,0
train_20260505050000,2026-04-26 18:15:00,J10,33.37,2,3,interpolate,0
train_20260505050000,2026-04-26 18:15:00,K11,32.83,2,4,spatial,0
train_20260505050000,2026-04-26 18:20:00,A1,40.1,1,7,interpolate,0
train_20260505050000,2026-04-26 18:20:00,B2,40.16,1,4,interpolate,0
train_20260505050000,2026-04-26 18:20:00,C3,29.47,2,9,interpolate,0
train_20260505050000,2026-04-26 18:20:00,D4,42.54,1,9,interpolate,0
train_20260505050000,2026-04-26 18:20:00,E5,40.16,1,2,interpolate,0
train_20260505050000,2026-04-26 18:20:00,F6,40.48,1,3,interpolate,0
train_20260505050000,2026-04-26 18:20:00,G7,34.62,2,6,interpolate,0
train_20260505050000,2026-04-26 18:20:00,H8,37.32,2,4,interpolate,0
train_20260505050000,2026-04-26 18:20:00,I9,24.77,3,6,interpolate,0
train_20260505050000,2026-04-26 18:20:00,J10,33.38,2,3,interpolate,0
train_20260505050000,2026-04-26 18:20:00,K11,32.88,2,4,spatial,0
train_20260505050000,2026-04-26 18:25:00,A1,40.21,1,7,interpolate,0
train_20260505050000,2026-04-26 18:25:00,B2,40.18,1,4,interpolate,0
train_20260505050000,2026-04-26 18:25:00,C3,29.55,2,9,interpolate,0
train_20260505050000,2026-04-26 18:25:00,D4,42.59,1,9,interpolate,0
train_20260505050000,2026-04-26 18:25:00,E5,40.18,1,2,interpolate,0
train_20260505050000,2026-04-26 18:25:00,F6,40.5,1,3,interpolate,0
train_20260505050000,2026-04-26 18:25:00,G7,34.69,2,6,interpolate,0
train_20260505050000,2026-04-26 18:25:00,H8,37.49,2,4,interpolate,0
train_20260505050000,2026-04-26 18:25:00,I9,24.88,3,6,interpolate,0
train_20260505050000,2026-04-26 18:25:00,J10,33.39,2,3,interpolate,0
train_20260505050000,2026-04-26 18:25:00,K11,32.92,2,4,spatial,0
train_20260505050000,2026-04-26 18:30:00,A1,40.32,1,7,interpolate,0
train_20260505050000,2026-04-26 18:30:00,B2,40.21,1,4,interpolate,0
train_20260505050000,2026-04-26 18:30:00,C3,29.63,2,9,interpolate,0
train_20260505050000,2026-04-26 18:30:00,D4,42.64,1,9,interpolate,0
train_20260505050000,2026-04-26 18:30:00,E5,40.21,1,2,interpolate,0
train_20260505050000,2026-04-26 18:30:00,F6,40.53,1,3,interpolate,0
train_20260505050000,2026-04-26 18:30:00,G7,34.77,2,6,interpolate,0
train_20260505050000,2026-04-26 18:30:00,H8,37.67,2,4,interpolate,0
train_20260505050000,2026-04-26 18:30:00,I9,24.98,3,6,interpolate,0
train_20260505050000,2026-04-26 18:30:00,J10,33.4,2,3,interpolate,0
train_20260505050000,2026-04-26 18:30:00,K11,32.97,2,4,spatial,0
train_20260505050000,2026-04-26 18:35:00,A1,40.43,1,7,interpolate,0
train_20260505050000,2026-04-26 18:35:00,B2,40.24,1,4,interpolate,0
train_20260505050000,2026-04-26 18:35:00,C3,29.71,2,9,interpolate,0
train_20260505050000,2026-04-26 18:35:00,D4,42.69,1,9,interpolate,0
train_20260505050000,2026-04-26 18:35:00,E5,40.24,1,2,interpolate,0
train_20260505050000,2026-04-26 18:35:00,F6,40.55,1,3,interpolate,0
train_20260505050000,2026-04-26 18:35:00,G7,34.84,2,6,interpolate,0
train_20260505050000,2026-04-26 18:35:00,H8,37.85,2,4,interpolate,0
train_20260505050000,2026-04-26 18:35:00,I9,25.08,2,6,interpolate,0
train_20260505050000,2026-04-26 18:35:00,J10,33.41,2,3,interpolate,0
train_20260505050000,2026-04-26 18:35:00,K11,33.01,2,4,spatial,0
train_20260505050000,2026-04-26 18:40:00,A1,40.54,1,7,interpolate,0
train_20260505050000,2026-04-26 18:40:00,B2,40.26,1,4,interpolate,0
train_20260505050000,2026-04-26 18:40:00,C3,29.79,2,9,interpolate,0
train_20260505050000,2026-04-26 18:40:00,D4,42.75,1,9,interpolate,0
train_20260505050000,2026-04-26 18:40:00,E5,40.26,1,2,interpolate,0
train_20260505050000,2026-04-26 18:40:00,F6,40.58,1,3,interpolate,0
train_20260505050000,2026-04-26 18:40:00,G7,34.91,2,6,interpolate,0
train_20260505050000,2026-04-26 18:40:00,H8,38.03,2,4,interpolate,0
train_20260505050000,2026-04-26 18:40:00,I9,25.18,2,6,interpolate,0
train_20260505050000,2026-04-26 18:40:00,J10,33.42,2,3,interpolate,0
train_20260505050000,2026-04-26 18:40:00,K11,33.06,2,4,spatial,0
train_20260505050000,2026-04-26 18:45:00,A1,40.65,1,7,interpolate,0
train_20260505050000,2026-04-26 18:45:00,B2,40.29,1,4,interpolate,0
train_20260505050000,2026-04-26 18:45:00,C3,29.87,2,9,interpolate,0
train_20260505050000,2026-04-26 18:45:00,D4,42.8,1,9,interpolate,0
train_20260505050000,2026-04-26 18:45:00,E5,40.29,1,2,interpolate,0
train_20260505050000,2026-04-26 18:45:00,F6,40.6,1,3,interpolate,0
train_20260505050000,2026-04-26 18:45:00,G7,34.99,2,6,interpolate,0
train_20260505050000,2026-04-26 18:45:00,H8,38.2,2,4,interpolate,0
train_20260505050000,2026-04-26 18:45:00,I9,25.28,2,6,interpolate,0
train_20260505050000,2026-04-26 18:45:00,J10,33.43,2,3,interpolate,0
train_20260505050000,2026-04-26 18:45:00,K11,33.1,2,4,spatial,0
train_20260505050000,2026-04-26 18:50:00,A1,40.77,1,7,interpolate,0
train_20260505050000,2026-04-26 18:50:00,B2,40.32,1,4,interpolate,0
train_20260505050000,2026-04-26 18:50:00,C3,29.94,2,9,interpolate,0
train_20260505050000,2026-04-26 18:50:00,D4,42.85,1,9,interpolate,0
train_20260505050000,2026-04-26 18:50:00,E5,40.32,1,2,interpolate,0
train_20260505050000,2026-04-26 18:50:00,F6,40.63,1,3,interpolate,0
train_20260505050000,2026-04-26 18:50:00,G7,35.06,2,6,interpolate,0
train_20260505050000,2026-04-26 18:50:00,H8,38.38,2,4,interpolate,0
train_20260505050000,2026-04-26 18:50:00,I9,25.38,2,6,interpolate,0
train_20260505050000,2026-04-26 18:50:00,J10,33.43,2,3,interpolate,0
train_20260505050000,2026-04-26 18:50:00,K11,33.15,2,4,spatial,0
train_20260505050000,2026-04-26 18:55:00,A1,40.88,1,7,interpolate,0
train_20260505050000,2026-04-26 18:55:00,B2,40.34,1,4,interpolate,0
train_20260505050000,2026-04-26 18:55:00,C3,30.02,2,9,interpolate,0
train_20260505050000,2026-04-26 18:55:00,D4,42.9,1,9,interpolate,0
train_20260505050000,2026-04-26 18:55:00,E5,40.34,1,2,interpolate,0
train_20260505050000,2026-04-26 18:55:00,F6,40.65,1,3,interpolate,0
train_20260505050000,2026-04-26 18:55:00,G7,35.14,2,6,interpolate,0
train_20260505050000,2026-04-26 18:55:00,H8,38.56,2,4,interpolate,0
train_20260505050000,2026-04-26 18:55:00,I9,25.48,2,6,interpolate,0
train_20260505050000,2026-04-26 18:55:00,J10,33.44,2,3,interpolate,0
train_20260505050000,2026-04-26 18:55:00,K11,33.19,2,4,spatial,0
train_20260505050000,2026-04-26 19:00:00,A1,40.99,1,7,interpolate,0
train_20260505050000,2026-04-26 19:00:00,B2,40.37,1,4,interpolate,0
train_20260505050000,2026-04-26 19:00:00,C3,30.1,2,9,interpolate,0
train_20260505050000,2026-04-26 19:00:00,D4,42.96,1,9,interpolate,0
train_20260505050000,2026-04-26 19:00:00,E5,40.37,1,2,interpolate,0
train_20260505050000,2026-04-26 19:00:00,F6,40.68,1,3,interpolate,0
train_20260505050000,2026-04-26 19:00:00,G7,35.21,2,6,interpolate,0
train_20260505050000,2026-04-26 19:00:00,H8,38.74,2,4,interpolate,0
train_20260505050000,2026-04-26 19:00:00,I9,25.58,2,6,interpolate,0
train_20260505050000,2026-04-26 19:00:00,J10,33.45,2,3,interpolate,0
train_20260505050000,2026-04-26 19:00:00,K11,33.24,2,4,spatial,0
train_20260505050000,2026-04-26 19:05:00,A1,41.1,1,7,interpolate,0
train_20260505050000,2026-04-26 19:05:00,B2,40.39,1,4,interpolate,0
train_20260505050000,2026-04-26 19:05:00,C3,30.18,2,9,interpolate,0
train_20260505050000,2026-04-26 19:05:00,D4,43.01,1,9,interpolate,0
train_20260505050000,2026-04-26 19:05:00,E5,40.39,1,2,interpolate,0
train_20260505050000,2026-04-26 19:05:00,F6,40.7,1,3,interpolate,0
train_20260505050000,2026-04-26 19:05:00,G7,35.29,2,6,interpolate,0
train_20260505050000,2026-04-26 19:05:00,H8,38.91,2,4,interpolate,0
train_20260505050000,2026-04-26 19:05:00,I9,25.68,2,6,interpolate,0
train_20260505050000,2026-04-26 19:05:00,J10,33.46,2,3,interpolate,0
train_20260505050000,2026-04-26 19:05:00,K11,33.28,2,4,spatial,0
train_20260505050000,2026-04-26 19:10:00,A1,41.21,1,7,interpolate,0
train_20260505050000,2026-04-26 19:10:00,B2,40.42,1,4,interpolate,0
train_20260505050000,2026-04-26 19:10:00,C3,30.26,2,9,interpolate,0
train_20260505050000,2026-04-26 19:10:00,D4,43.06,1,9,interpolate,0
train_20260505050000,2026-04-26 19:10:00,E5,40.42,1,2,interpolate,0
train_20260505050000,2026-04-26 19:10:00,F6,40.73,1,3,interpolate,0
train_20260505050000,2026-04-26 19:10:00,G7,35.36,2,6,interpolate,0
train_20260505050000,2026-04-26 19:10:00,H8,39.09,2,4,interpolate,0
train_20260505050000,2026-04-26 19:10:00,I9,25.78,2,6,interpolate,0
train_20260505050000,2026-04-26 19:10:00,J10,33.47,2,3,interpolate,0
train_20260505050000,2026-04-26 19:10:00,K11,33.33,2,4,spatial,0
train_20260505050000,2026-04-26 19:15:00,A1,41.32,1,7,interpolate,0
train_20260505050000,2026-04-26 19:15:00,B2,40.45,1,4,interpolate,0
train_20260505050000,2026-04-26 19:15:00,C3,30.34,2,9,interpolate,0
train_20260505050000,2026-04-26 19:15:00,D4,43.11,1,9,interpolate,0
train_20260505050000,2026-04-26 19:15:00,E5,40.45,1,2,interpolate,0
train_20260505050000,2026-04-26 19:15:00,F6,40.75,1,3,interpolate,0
train_20260505050000,2026-04-26 19:15:00,G7,35.44,2,6,interpolate,0
train_20260505050000,2026-04-26 19:15:00,H8,39.27,2,4,interpolate,0
train_20260505050000,2026-04-26 19:15:00,I9,25.88,2,6,interpolate,0
train_20260505050000,2026-04-26 19:15:00,J10,33.48,2,3,interpolate,0
train_20260505050000,2026-04-26 19:15:00,K11,33.37,2,4,spatial,0
train_20260505050000,2026-04-26 19:20:00,A1,41.43,1,7,interpolate,0
train_20260505050000,2026-04-26 19:20:00,B2,40.47,1,4,interpolate,0
train_20260505050000,2026-04-26 19:20:00,C3,30.42,2,9,interpolate,0
train_20260505050000,2026-04-26 19:20:00,D4,43.17,1,9,interpolate,0
train_20260505050000,2026-04-26 19:20:00,E5,40.47,1,2,interpolate,0
train_20260505050000,2026-04-26 19:20:00,F6,40.78,1,3,interpolate,0
train_20260505050000,2026-04-26 19:20:00,G7,35.51,2,6,interpolate,0
train_20260505050000,2026-04-26 19:20:00,H8,39.45,2,4,interpolate,0
train_20260505050000,2026-04-26 19:20:00,I9,25.98,2,6,interpolate,0
train_20260505050000,2026-04-26 19:20:00,J10,33.49,2,3,interpolate,0
train_20260505050000,2026-04-26 19:20:00,K11,33.42,2,4,spatial,0
train_20260505050000,2026-04-26 19:25:00,A1,41.55,1,7,interpolate,0
train_20260505050000,2026-04-26 19:25:00,B2,40.5,1,4,interpolate,0
train_20260505050000,2026-04-26 19:25:00,C3,30.49,2,9,interpolate,0
train_20260505050000,2026-04-26 19:25:00,D4,43.22,1,9,interpolate,0
train_20260505050000,2026-04-26 19:25:00,E5,40.5,1,2,interpolate,0
train_20260505050000,2026-04-26 19:25:00,F6,40.8,1,3,interpolate,0
train_20260505050000,2026-04-26 19:25:00,G7,35.59,2,6,interpolate,0
train_20260505050000,2026-04-26 19:25:00,H8,39.63,2,4,interpolate,0
train_20260505050000,2026-04-26 19:25:00,I9,26.09,2,6,interpolate,0
train_20260505050000,2026-04-26 19:25:00,J10,33.49,2,3,interpolate,0
train_20260505050000,2026-04-26 19:25:00,K11,33.46,2,4,spatial,0
train_20260505050000,2026-04-26 19:30:00,A1,41.66,1,6,interpolate,0
train_20260505050000,2026-04-26 19:30:00,B2,40.53,1,4,interpolate,0
train_20260505050000,2026-04-26 19:30:00,C3,30.57,2,9,interpolate,0
train_20260505050000,2026-04-26 19:30:00,D4,43.27,1,8,interpolate,0
train_20260505050000,2026-04-26 19:30:00,E5,40.53,1,2,interpolate,0
train_20260505050000,2026-04-26 19:30:00,F6,40.82,1,3,interpolate,0
train_20260505050000,2026-04-26 19:30:00,G7,35.66,2,6,interpolate,0
train_20260505050000,2026-04-26 19:30:00,H8,39.8,2,4,interpolate,0
train_20260505050000,2026-04-26 19:30:00,I9,26.19,2,5,interpolate,0
train_20260505050000,2026-04-26 19:30:00,J10,33.5,2,3,interpolate,0
train_20260505050000,2026-04-26 19:30:00,K11,33.5,2,4,spatial,0
train_20260505050000,2026-04-26 19:35:00,A1,41.77,1,6,interpolate,0
train_20260505050000,2026-04-26 19:35:00,B2,40.55,1,4,interpolate,0
train_20260505050000,2026-04-26 19:35:00,C3,30.65,2,9,interpolate,0
train_20260505050000,2026-04-26 19:35:00,D4,43.33,1,8,interpolate,0
train_20260505050000,2026-04-26 19:35:00,E5,40.55,1,2,interpolate,0
train_20260505050000,2026-04-26 19:35:00,F6,40.85,1,3,interpolate,0
train_20260505050000,2026-04-26 19:35:00,G7,35.73,2,6,interpolate,0
train_20260505050000,2026-04-26 19:35:00,H8,39.98,2,4,interpolate,0
train_20260505050000,2026-04-26 19:35:00,I9,26.29,2,5,interpolate,0
train_20260505050000,2026-04-26 19:35:00,J10,33.51,2,3,interpolate,0
train_20260505050000,2026-04-26 19:35:00,K11,33.55,2,4,spatial,0
train_20260505050000,2026-04-26 19:40:00,A1,41.88,1,6,interpolate,0
train_20260505050000,2026-04-26 19:40:00,B2,40.58,1,4,interpolate,0
train_20260505050000,2026-04-26 19:40:00,C3,30.73,2,9,interpolate,0
train_20260505050000,2026-04-26 19:40:00,D4,43.38,1,8,interpolate,0
train_20260505050000,2026-04-26 19:40:00,E5,40.58,1,2,interpolate,0
train_20260505050000,2026-04-26 19:40:00,F6,40.87,1,3,interpolate,0
train_20260505050000,2026-04-26 19:40:00,G7,35.81,2,6,interpolate,0
train_20260505050000,2026-04-26 19:40:00,H8,40.16,1,4,interpolate,0
train_20260505050000,2026-04-26 19:40:00,I9,26.39,2,5,interpolate,0
train_20260505050000,2026-04-26 19:40:00,J10,33.52,2,3,interpolate,0
train_20260505050000,2026-04-26 19:40:00,K11,33.59,2,4,spatial,0
train_20260505050000,2026-04-26 19:45:00,A1,41.99,1,6,interpolate,0
